uid,group,join_dt,device,id,country,gender,uid,dt,device,spent
1000495,A,2023-01-27,I,1000495,FRA,M,,,,
1000496,A,2023-02-05,A,1000496,MEX,M,,,,
1000497,A,2023-01-25,A,1000497,USA,F,,,,
1000498,A,2023-02-05,I,1000498,USA,F,,,,
1000499,B,2023-01-25,I,1000499,MEX,F,,,,
1000500,B,2023-01-30,A,1000500,MEX,O,,,,
1000501,B,2023-01-29,I,1000501,USA,F,,,,
1000502,B,2023-01-30,A,1000502,DEU,M,,,,
1000503,A,2023-01-25,A,1000503,DEU,M,,,,
1000504,A,2023-01-29,I,1000504,USA,F,,,,
1000505,B,2023-01-28,,1000505,MEX,M,,,,
1000506,B,2023-01-30,A,1000506,MEX,F,,,,
1000507,B,2023-02-01,A,1000507,BRA,,,,,
1000508,A,2023-01-26,I,1000508,GBR,F,,,,
1000509,A,2023-01-25,I,1000509,USA,F,,,,
1000510,B,2023-02-02,A,1000510,MEX,M,1000510,2023-02-02,A,16.92
1000511,B,2023-01-25,I,1000511,GBR,M,,,,
1000512,B,2023-01-25,I,1000512,,M,,,,
1000513,A,2023-01-28,A,1000513,USA,F,,,,
1000514,B,2023-02-05,A,1000514,ESP,M,,,,
1000515,A,2023-01-26,A,1000515,BRA,M,,,,
1000516,A,2023-01-25,A,1000516,MEX,F,,,,
1000517,A,2023-02-03,A,1000517,BRA,M,,,,
1000518,B,2023-01-31,A,1000518,USA,F,,,,
1000519,B,2023-01-27,I,1000519,MEX,F,,,,
1000520,B,2023-02-01,A,1000520,MEX,M,,,,
1000521,B,2023-01-26,I,1000521,USA,M,,,,
1000522,B,2023-01-28,A,1000522,GBR,F,,,,
1000523,A,2023-02-04,A,1000523,BRA,F,1000523,2023-02-04,A,89.64
1000524,B,2023-01-25,A,1000524,MEX,F,,,,
1000525,B,2023-02-05,I,1000525,BRA,F,,,,
1000526,A,2023-01-29,,1000526,USA,F,,,,
1000527,B,2023-01-31,A,1000527,BRA,F,,,,
1000528,A,2023-01-25,A,1000528,DEU,F,,,,
1000529,B,2023-01-27,A,1000529,GBR,M,,,,
1000530,B,2023-02-03,I,1000530,FRA,F,,,,
1000531,A,2023-01-25,I,1000531,DEU,F,,,,
1000532,A,2023-01-26,I,1000532,USA,M,,,,
1000533,B,2023-01-25,A,1000533,USA,M,,,,
1000534,B,2023-01-29,A,1000534,FRA,F,,,,
1000535,A,2023-01-31,I,1000535,DEU,M,,,,
1000536,A,2023-01-30,A,1000536,USA,M,,,,
1000537,A,2023-01-25,I,1000537,BRA,M,,,,
1000538,A,2023-01-26,I,1000538,FRA,M,,,,
1000539,A,2023-01-26,I,1000539,BRA,F,,,,
1000540,A,2023-01-25,A,1000540,BRA,F,,,,
1000541,B,2023-01-26,A,1000541,BRA,F,,,,
1000542,A,2023-01-27,A,1000542,MEX,M,,,,
1000543,B,2023-02-03,A,1000543,USA,M,,,,
1000544,A,2023-01-30,A,1000544,USA,M,,,,
1000545,B,2023-01-29,A,1000545,USA,M,,,,
1000546,A,2023-01-29,A,1000546,FRA,F,1000546,2023-01-29,A,61.12
1000547,A,2023-01-26,A,1000547,USA,M,,,,
1000548,A,2023-01-31,I,1000548,USA,F,,,,
1000549,B,2023-02-03,I,1000549,TUR,M,,,,
1000550,B,2023-01-25,I,1000550,GBR,M,,,,
1000551,A,2023-01-28,A,1000551,FRA,F,,,,
1000552,B,2023-01-27,I,1000552,USA,F,,,,
1000553,A,2023-01-25,A,1000553,USA,M,,,,
1000554,B,2023-01-26,I,1000554,USA,M,,,,
1000555,B,2023-01-27,I,1000555,USA,F,,,,
1000556,B,2023-01-27,A,1000556,TUR,M,,,,
1000557,A,2023-01-28,A,1000557,TUR,F,,,,
1000558,A,2023-01-27,I,1000558,BRA,,,,,
1000559,B,2023-01-25,I,1000559,DEU,M,,,,
1000560,B,2023-01-25,I,1000560,USA,F,,,,
1000561,B,2023-01-25,A,1000561,USA,F,,,,
1000562,A,2023-01-27,I,1000562,ESP,M,,,,
1000563,A,2023-01-25,A,1000563,BRA,,,,,
1000564,A,2023-01-25,A,1000564,USA,F,,,,
1000565,A,2023-02-02,I,1000565,DEU,F,,,,
1000566,A,2023-01-25,I,1000566,USA,F,,,,
1000567,B,2023-02-04,A,1000567,GBR,F,,,,
1000568,A,2023-01-30,I,1000568,AUS,M,,,,
1000569,A,2023-02-01,A,1000569,GBR,M,,,,
1000570,A,2023-01-25,A,1000570,MEX,M,,,,
1000571,A,2023-02-04,A,1000571,USA,F,,,,
1000572,B,2023-01-26,I,1000572,TUR,,,,,
1000573,A,2023-01-26,I,1000573,BRA,F,,,,
1000574,A,2023-02-06,A,1000574,USA,,,,,
1000575,B,2023-02-06,I,1000575,USA,M,,,,
1000576,B,2023-01-27,A,1000576,TUR,M,,,,
1000577,B,2023-01-26,A,1000577,BRA,F,,,,
1000578,B,2023-01-25,A,1000578,BRA,,,,,
1000579,B,2023-02-04,A,1000579,BRA,M,1000579,2023-02-04,A,117.79
1000580,A,2023-01-27,A,1000580,USA,F,,,,
1000581,A,2023-01-28,I,1000581,TUR,,,,,
1000583,B,2023-01-31,A,1000583,USA,M,,,,
1000584,A,2023-01-25,I,1000584,USA,M,,,,
1000585,A,2023-02-04,A,1000585,USA,F,,,,
1000586,A,2023-01-31,I,1000586,DEU,O,,,,
1000587,A,2023-01-25,A,1000587,USA,F,,,,
1000588,A,2023-01-25,A,1000588,DEU,M,,,,
1000589,A,2023-01-26,A,1000589,USA,,,,,
1000590,A,2023-02-02,A,1000590,DEU,M,,,,
1000591,B,2023-01-27,A,1000591,USA,F,,,,
1000592,B,2023-01-25,A,1000592,CAN,,,,,
1000593,B,2023-01-27,A,1000593,MEX,M,,,,
1000594,B,2023-01-25,A,1000594,BRA,F,,,,
1000595,B,2023-01-29,A,1000595,DEU,,,,,
1000596,B,2023-01-28,A,1000596,GBR,M,,,,
1000597,B,2023-01-26,A,1000597,BRA,F,,,,
1000598,B,2023-01-31,I,1000598,BRA,O,,,,
1000599,A,2023-01-30,I,1000599,DEU,M,,,,
1000600,B,2023-01-25,I,1000600,MEX,M,,,,
1000601,A,2023-01-25,A,1000601,USA,F,1000601,2023-01-25,A,10.79
1000602,B,2023-01-28,I,1000602,USA,,,,,
1000603,B,2023-01-25,A,1000603,USA,,,,,
1000604,A,2023-01-28,A,1000604,TUR,F,,,,
1000606,A,2023-01-26,I,1000606,USA,F,,,,
1000607,A,2023-02-03,A,1000607,USA,,,,,
1000608,A,2023-02-04,I,1000608,GBR,M,,,,
1000609,B,2023-01-25,I,1000609,MEX,M,,,,
1000610,B,2023-02-04,I,1000610,DEU,M,,,,
1000611,B,2023-01-28,I,1000611,TUR,M,,,,
1000612,B,2023-01-30,A,1000612,MEX,M,,,,
1000613,A,2023-01-29,A,1000613,GBR,M,,,,
1000614,A,2023-02-04,I,1000614,BRA,M,,,,
1000615,A,2023-02-05,I,1000615,GBR,F,,,,
1000616,A,2023-01-25,I,1000616,USA,M,,,,
1000617,A,2023-01-27,I,1000617,DEU,M,,,,
1000618,B,2023-01-26,A,1000618,BRA,,,,,
1000619,A,2023-01-26,A,1000619,USA,F,,,,
1000620,B,2023-01-25,A,1000620,USA,M,,,,
1000621,A,2023-01-26,I,1000621,TUR,M,,,,
1000622,B,2023-01-31,A,1000622,DEU,M,,,,
1000623,A,2023-01-27,A,1000623,USA,F,1000623,2023-01-27,A,61.29
1000624,B,2023-01-25,A,1000624,GBR,F,,,,
1000625,A,2023-01-25,I,1000625,MEX,O,,,,
1000626,A,2023-02-06,A,1000626,USA,,,,,
1000627,B,2023-01-27,A,1000627,BRA,F,,,,
1000628,B,2023-01-30,I,1000628,TUR,,,,,
1000629,A,2023-02-02,A,1000629,BRA,,,,,
1000630,A,2023-01-28,I,1000630,GBR,M,,,,
1000631,B,2023-02-01,I,1000631,BRA,M,,,,
1000632,B,2023-02-04,A,1000632,GBR,M,,,,
1000633,A,2023-01-27,A,1000633,DEU,F,,,,
1000634,B,2023-01-25,I,1000634,MEX,M,,,,
1000635,B,2023-01-25,I,1000635,ESP,F,1000635,2023-01-25,I,69.21
1000636,A,2023-01-25,I,1000636,FRA,M,,,,
1000637,B,2023-02-06,A,1000637,USA,F,,,,
1000638,A,2023-01-27,I,1000638,CAN,M,,,,
1000639,B,2023-01-28,I,1000639,FRA,F,,,,
1000640,B,2023-02-01,A,1000640,DEU,F,,,,
1000641,B,2023-02-05,A,1000641,USA,F,,,,
1000642,B,2023-01-30,A,1000642,BRA,F,,,,
1000643,A,2023-01-29,I,1000643,CAN,F,,,,
1000644,A,2023-01-28,I,1000644,USA,M,,,,
1000645,B,2023-01-25,A,1000645,GBR,M,,,,
1000646,A,2023-01-25,I,1000646,BRA,M,,,,
1000647,B,2023-01-29,A,1000647,TUR,M,,,,
1000648,B,2023-02-01,I,1000648,USA,,,,,
1000649,B,2023-01-26,A,1000649,CAN,M,,,,
1000650,B,2023-02-01,A,1000650,BRA,F,,,,
1000651,A,2023-01-26,I,1000651,USA,M,,,,
1000652,B,2023-01-27,I,1000652,USA,M,,,,
1000653,A,2023-02-06,I,1000653,USA,M,1000653,2023-02-06,I,61.84
1000654,A,2023-01-25,I,1000654,ESP,F,,,,
1000655,A,2023-01-26,I,1000655,DEU,F,,,,
1000656,A,2023-01-26,A,1000656,BRA,F,,,,
1000657,A,2023-01-26,A,1000657,MEX,M,,,,
1000658,A,2023-01-26,A,1000658,AUS,F,,,,
1000659,A,2023-02-01,A,1000659,BRA,M,,,,
1000660,A,2023-02-03,A,1000660,USA,F,,,,
1000661,A,2023-02-05,A,1000661,USA,F,,,,
1000662,A,2023-01-29,A,1000662,USA,F,,,,
1000663,A,2023-01-28,I,1000663,USA,F,,,,
1000664,B,2023-01-28,A,1000664,BRA,O,,,,
1000665,B,2023-01-25,A,1000665,USA,F,,,,
1000666,B,2023-01-26,A,1000666,MEX,M,,,,
1000668,A,2023-01-25,I,1000668,USA,F,,,,
1000669,A,2023-01-29,I,1000669,BRA,M,1000669,2023-01-29,I,176.83
1000670,A,2023-01-26,A,1000670,USA,F,,,,
1000671,A,2023-01-31,A,1000671,USA,M,,,,
1000672,B,2023-01-28,I,1000672,CAN,M,,,,
1000673,B,2023-01-28,A,1000673,USA,F,,,,
1000674,A,2023-01-26,A,1000674,FRA,F,,,,
1000675,B,2023-01-25,A,1000675,USA,M,1000675,2023-01-25,A,68.34
1000676,B,2023-01-28,A,1000676,MEX,M,,,,
1000677,B,2023-01-25,A,1000677,GBR,F,,,,
1000678,B,2023-01-25,I,1000678,USA,F,,,,
1000680,B,2023-01-26,A,1000680,USA,M,,,,
1000681,B,2023-01-26,A,1000681,DEU,M,,,,
1000682,B,2023-01-29,I,1000682,USA,M,,,,
1000683,B,2023-02-03,I,1000683,BRA,O,,,,
1000684,A,2023-01-26,I,1000684,,M,,,,
1000685,B,2023-01-27,A,1000685,BRA,F,,,,
1000686,A,2023-02-02,A,1000686,GBR,F,,,,
1000687,A,2023-02-01,A,1000687,USA,F,,,,
1000688,B,2023-01-25,A,1000688,MEX,F,,,,
1000689,B,2023-01-25,A,1000689,MEX,M,,,,
1000690,A,2023-01-30,A,1000690,GBR,,,,,
1000691,B,2023-02-01,I,1000691,,F,,,,
1000692,B,2023-01-28,A,1000692,BRA,F,,,,
1000693,B,2023-01-26,A,1000693,BRA,,,,,
1000694,B,2023-01-25,I,1000694,BRA,F,,,,
1000695,A,2023-01-25,A,1000695,USA,M,,,,
1000696,B,2023-02-04,I,1000696,BRA,O,,,,
1000697,B,2023-01-31,A,1000697,BRA,F,,,,
1000698,B,2023-01-29,A,1000698,MEX,M,,,,
1000699,B,2023-01-28,I,1000699,USA,M,,,,
1000700,B,2023-02-01,A,1000700,BRA,F,,,,
1000701,A,2023-01-25,A,1000701,BRA,M,,,,
1000702,B,2023-01-26,I,1000702,MEX,F,,,,
1000703,A,2023-01-30,A,1000703,AUS,,,,,
1000705,B,2023-01-26,A,1000705,USA,F,,,,
1000706,B,2023-01-30,A,1000706,BRA,F,,,,
1000707,A,2023-01-27,I,1000707,BRA,M,,,,
1000708,B,2023-01-31,A,1000708,USA,F,,,,
1000709,B,2023-01-30,A,1000709,FRA,,,,,
1000711,B,2023-02-03,A,1000711,,M,,,,
1000712,A,2023-01-25,I,1000712,DEU,F,,,,
1000714,A,2023-01-29,A,1000714,DEU,F,,,,
1000715,B,2023-01-26,A,1000715,BRA,F,,,,
1000716,A,2023-01-25,I,1000716,DEU,F,,,,
1000717,B,2023-01-25,I,1000717,MEX,M,,,,
1000718,B,2023-01-25,A,1000718,FRA,F,,,,
1000719,B,2023-02-04,A,1000719,USA,M,,,,
1000720,A,2023-01-31,A,1000720,BRA,M,,,,
1000721,A,2023-01-26,A,1000721,AUS,M,,,,
1000722,A,2023-02-05,A,1000722,BRA,,,,,
1000723,A,2023-01-25,I,1000723,CAN,F,,,,
1000724,B,2023-01-26,I,1000724,TUR,F,,,,
1000725,B,2023-01-25,A,1000725,MEX,M,,,,
1000726,A,2023-01-27,A,1000726,MEX,F,,,,
1000727,B,2023-02-05,A,1000727,BRA,M,,,,
1000728,A,2023-01-27,I,1000728,USA,F,,,,
1000729,A,2023-01-31,I,1000729,CAN,,,,,
1000730,A,2023-01-26,A,1000730,USA,F,,,,
1000731,B,2023-01-25,A,1000731,USA,F,,,,
1000732,B,2023-01-31,A,1000732,GBR,F,,,,
1000733,A,2023-01-31,I,1000733,USA,M,,,,
1000734,A,2023-01-26,A,1000734,BRA,M,,,,
1000735,B,2023-02-04,A,1000735,FRA,M,,,,
1000736,A,2023-01-26,I,1000736,BRA,M,,,,
1000737,A,2023-01-29,A,1000737,MEX,M,,,,
1000738,A,2023-01-25,I,1000738,DEU,,,,,
1000739,B,2023-01-25,I,1000739,GBR,M,,,,
1000740,B,2023-02-02,I,1000740,USA,M,,,,
1000741,A,2023-02-04,I,1000741,MEX,F,,,,
1000742,B,2023-01-30,I,1000742,BRA,M,,,,
1000743,A,2023-01-26,I,1000743,BRA,M,,,,
1000744,A,2023-01-27,I,1000744,MEX,F,,,,
1000745,B,2023-01-25,I,1000745,FRA,,,,,
1000746,A,2023-01-29,I,1000746,ESP,M,,,,
1000747,A,2023-01-27,I,1000747,ESP,M,,,,
1000748,A,2023-01-27,I,1000748,BRA,M,,,,
1000749,B,2023-01-25,I,1000749,GBR,M,,,,
1000750,A,2023-01-25,A,1000750,USA,F,,,,
1000751,A,2023-01-25,A,1000751,BRA,F,,,,
1000752,B,2023-01-27,A,1000752,USA,F,,,,
1000753,A,2023-01-26,I,1000753,FRA,M,,,,
1000754,B,2023-01-27,A,1000754,USA,F,,,,
1000755,A,2023-01-30,A,1000755,USA,M,,,,
1000756,B,2023-01-27,I,1000756,FRA,M,,,,
1000757,A,2023-01-25,A,1000757,TUR,,,,,
1000758,B,2023-01-27,A,1000758,TUR,F,,,,
1000759,A,2023-01-28,I,1000759,USA,F,,,,
1000760,A,2023-01-26,A,1000760,GBR,M,,,,
1000761,A,2023-01-26,I,1000761,BRA,F,,,,
1000762,B,2023-01-26,I,1000762,BRA,M,,,,
1000763,A,2023-01-29,A,1000763,BRA,M,,,,
1000764,A,2023-01-31,A,1000764,BRA,F,,,,
1000765,A,2023-01-25,A,1000765,BRA,M,,,,
1000766,A,2023-01-25,A,1000766,BRA,,,,,
1000767,B,2023-02-03,I,1000767,BRA,F,,,,
1000768,A,2023-01-25,A,1000768,BRA,M,,,,
1000769,A,2023-01-31,A,1000769,FRA,M,,,,
1000770,A,2023-01-26,A,1000770,BRA,F,,,,
1000771,B,2023-01-30,A,1000771,USA,F,,,,
1000772,A,2023-01-25,I,1000772,GBR,,,,,
1000773,A,2023-01-27,A,1000773,USA,O,,,,
1000774,B,2023-01-29,A,1000774,GBR,M,,,,
1000775,B,2023-01-30,A,1000775,BRA,M,,,,
1000777,A,2023-01-25,I,1000777,MEX,F,,,,
1000778,B,2023-01-26,A,1000778,USA,,,,,
1000779,A,2023-01-25,A,1000779,FRA,M,,,,
1000780,A,2023-01-25,A,1000780,DEU,F,,,,
1000781,B,2023-01-25,I,1000781,DEU,M,,,,
1000782,A,2023-01-27,A,1000782,TUR,F,,,,
1000783,A,2023-01-27,I,1000783,CAN,M,,,,
1000784,A,2023-01-27,A,1000784,USA,O,,,,
1000785,B,2023-01-30,A,1000785,BRA,M,,,,
1000786,A,2023-01-25,A,1000786,BRA,M,,,,
1000787,A,2023-01-26,A,1000787,BRA,F,,,,
1000788,A,2023-02-04,A,1000788,BRA,M,,,,
1000789,A,2023-01-29,A,1000789,ESP,M,,,,
1000790,A,2023-01-25,I,1000790,BRA,M,,,,
1000791,B,2023-01-28,A,1000791,GBR,,,,,
1000792,B,2023-01-25,A,1000792,USA,M,,,,
1000793,B,2023-01-27,A,1000793,MEX,F,,,,
1000794,A,2023-01-27,I,1000794,AUS,F,,,,
1000795,B,2023-01-29,I,1000795,USA,F,,,,
1000796,B,2023-01-28,I,1000796,USA,,,,,
1000797,A,2023-01-25,A,1000797,USA,M,,,,
1000798,A,2023-02-03,A,1000798,BRA,F,,,,
1000799,A,2023-02-04,A,1000799,MEX,M,,,,
1000800,A,2023-01-25,A,1000800,TUR,F,,,,
1000801,A,2023-01-28,A,1000801,BRA,,,,,
1000802,B,2023-01-27,A,1000802,DEU,,,,,
1000803,A,2023-02-02,A,1000803,USA,F,,,,
1000804,A,2023-02-05,I,1000804,DEU,M,,,,
1000805,A,2023-01-28,A,1000805,FRA,M,,,,
1000806,B,2023-01-25,A,1000806,TUR,F,,,,
1000807,B,2023-01-29,A,1000807,USA,M,,,,
1000808,B,2023-02-03,A,1000808,,F,,,,
1000809,A,2023-01-27,A,1000809,CAN,F,,,,
1000810,A,2023-02-06,A,1000810,USA,F,,,,
1000811,A,2023-01-29,I,1000811,BRA,F,,,,
1000812,B,2023-01-25,A,1000812,AUS,M,,,,
1000813,A,2023-01-25,I,1000813,BRA,M,,,,
1000814,B,2023-01-27,A,1000814,BRA,F,,,,
1000816,B,2023-01-28,A,1000816,CAN,F,,,,
1000817,B,2023-02-05,I,1000817,BRA,F,,,,
1000818,A,2023-01-25,A,1000818,TUR,M,,,,
1000819,B,2023-01-28,I,1000819,DEU,F,,,,
1000820,A,2023-01-28,I,1000820,MEX,F,,,,
1000821,B,2023-01-27,A,1000821,USA,M,,,,
1000822,B,2023-02-06,I,1000822,BRA,F,,,,
1000824,B,2023-01-28,I,1000824,FRA,M,,,,
1000825,B,2023-01-25,A,1000825,BRA,M,,,,
1000826,A,2023-01-25,A,1000826,DEU,M,,,,
1000827,A,2023-02-01,A,1000827,GBR,M,,,,
1000828,A,2023-01-26,A,1000828,USA,O,,,,
1000829,A,2023-01-26,I,1000829,USA,,,,,
1000830,B,2023-01-29,I,1000830,FRA,M,,,,
1000831,B,2023-01-27,A,1000831,TUR,M,,,,
1000832,A,2023-01-27,A,1000832,BRA,M,,,,
1000833,B,2023-01-25,A,1000833,USA,M,,,,
1000834,A,2023-01-25,A,1000834,BRA,M,,,,
1000835,B,2023-02-05,A,1000835,USA,M,,,,
1000836,A,2023-01-29,I,1000836,USA,M,,,,
1000837,B,2023-02-03,I,1000837,TUR,,,,,
1000838,B,2023-01-30,I,1000838,GBR,F,,,,
1000839,B,2023-01-25,A,1000839,MEX,,,,,
1000840,A,2023-01-31,I,1000840,BRA,M,,,,
1000841,A,2023-01-28,I,1000841,DEU,F,,,,
1000842,A,2023-01-31,A,1000842,BRA,F,,,,
1000843,B,2023-01-30,A,1000843,USA,F,,,,
1000844,A,2023-01-31,A,1000844,TUR,M,,,,
1000845,B,2023-01-25,A,1000845,MEX,F,,,,
1000846,A,2023-01-30,A,1000846,USA,F,,,,
1000847,B,2023-01-27,,1000847,MEX,M,,,,
1000848,B,2023-02-04,I,1000848,BRA,M,,,,
1000849,B,2023-01-25,A,1000849,BRA,F,,,,
1000850,B,2023-01-28,A,1000850,GBR,F,,,,
1000851,B,2023-01-25,I,1000851,TUR,F,,,,
1000852,B,2023-01-25,A,1000852,USA,M,,,,
1000853,B,2023-01-31,I,1000853,BRA,F,,,,
1000854,A,2023-01-28,I,1000854,GBR,M,,,,
1000855,B,2023-01-28,A,1000855,BRA,M,,,,
1000856,B,2023-01-25,A,1000856,BRA,F,,,,
1000857,A,2023-01-28,I,1000857,USA,F,1000857,2023-01-28,I,8.33
1000858,B,2023-01-30,I,1000858,BRA,F,,,,
1000859,A,2023-01-30,A,1000859,DEU,F,,,,
1000860,B,2023-01-25,A,1000860,DEU,O,,,,
1000862,A,2023-01-26,I,1000862,ESP,M,,,,
1000863,A,2023-01-26,I,1000863,ESP,M,1000863,2023-01-30,I,45.91
1000864,B,2023-01-27,A,1000864,USA,M,,,,
1000865,B,2023-01-27,A,1000865,USA,M,,,,
1000866,B,2023-01-28,I,1000866,TUR,M,,,,
1000867,B,2023-01-26,A,1000867,USA,M,,,,
1000868,A,2023-01-25,I,1000868,BRA,,1000868,2023-01-29,I,45.92
1000869,A,2023-01-29,I,1000869,USA,F,,,,
1000870,B,2023-01-27,I,1000870,BRA,M,,,,
1000871,B,2023-01-27,I,1000871,GBR,F,,,,
1000872,B,2023-01-26,A,1000872,GBR,,,,,
1000873,B,2023-02-02,A,1000873,TUR,M,,,,
1000874,B,2023-01-26,I,1000874,TUR,,,,,
1000875,A,2023-02-03,A,1000875,USA,F,,,,
1000876,B,2023-01-26,A,1000876,BRA,,,,,
1000877,B,2023-02-05,A,1000877,USA,F,,,,
1000878,B,2023-01-27,I,1000878,USA,M,,,,
1000879,B,2023-01-28,A,1000879,GBR,M,,,,
1000880,B,2023-01-26,A,1000880,TUR,F,,,,
1000881,B,2023-01-26,A,1000881,BRA,F,,,,
1000882,A,2023-01-26,I,1000882,GBR,M,,,,
1000883,A,2023-01-26,A,1000883,USA,M,1000883,2023-01-26,A,65.1
1000884,B,2023-01-26,A,1000884,MEX,F,,,,
1000885,B,2023-01-25,A,1000885,DEU,F,,,,
1000886,A,2023-02-03,A,1000886,CAN,M,,,,
1000887,A,2023-01-25,A,1000887,MEX,F,,,,
1000888,B,2023-01-27,I,1000888,DEU,F,,,,
1000889,B,2023-01-26,A,1000889,BRA,F,,,,
1000890,B,2023-01-26,A,1000890,MEX,M,,,,
1000891,B,2023-01-25,A,1000891,BRA,M,,,,
1000892,B,2023-01-25,A,1000892,USA,F,,,,
1000893,A,2023-01-26,A,1000893,BRA,F,,,,
1000894,A,2023-01-31,I,1000894,MEX,F,,,,
1000895,B,2023-01-27,A,1000895,GBR,M,,,,
1000896,B,2023-01-25,I,1000896,BRA,F,,,,
1000897,B,2023-01-29,I,1000897,TUR,F,,,,
1000898,B,2023-01-27,I,1000898,BRA,M,,,,
1000899,A,2023-01-26,I,1000899,DEU,,,,,
1000900,A,2023-01-26,A,1000900,DEU,M,,,,
1000901,A,2023-01-27,A,1000901,BRA,F,,,,
1000902,A,2023-01-29,A,1000902,BRA,M,,,,
1000903,B,2023-01-25,A,1000903,BRA,F,,,,
1000904,B,2023-01-25,I,1000904,BRA,M,,,,
1000905,B,2023-02-02,I,1000905,CAN,M,,,,
1000906,A,2023-01-29,A,1000906,FRA,O,,,,
1000907,B,2023-01-26,,1000907,FRA,M,,,,
1000908,B,2023-01-26,I,1000908,GBR,F,1000908,2023-01-26,I,78.7
1000909,B,2023-01-31,I,1000909,MEX,F,,,,
1000910,A,2023-01-29,A,1000910,AUS,M,,,,
1000911,A,2023-01-29,A,1000911,MEX,,,,,
1000912,B,2023-01-29,A,1000912,BRA,M,,,,
1000913,A,2023-01-27,A,1000913,DEU,F,,,,
1000914,A,2023-01-29,I,1000914,BRA,M,,,,
1000915,A,2023-01-25,I,1000915,USA,M,,,,
1000916,A,2023-02-03,A,1000916,USA,O,,,,
1000917,B,2023-01-29,A,1000917,TUR,,,,,
1000918,A,2023-01-27,I,1000918,USA,M,,,,
1000919,A,2023-02-01,A,1000919,USA,O,,,,
1000920,B,2023-01-25,I,1000920,DEU,,,,,
1000921,A,2023-02-06,A,1000921,DEU,,,,,
1000922,B,2023-01-31,I,1000922,DEU,F,,,,
1000923,A,2023-01-25,I,1000923,TUR,M,,,,
1000924,A,2023-01-30,A,1000924,ESP,F,,,,
1000925,A,2023-01-27,A,1000925,GBR,M,,,,
1000926,B,2023-01-27,A,1000926,BRA,,,,,
1000927,B,2023-02-06,I,1000927,USA,M,,,,
1000928,A,2023-01-25,A,1000928,BRA,F,,,,
1000929,B,2023-01-26,A,1000929,ESP,M,,,,
1000930,A,2023-01-27,A,1000930,DEU,F,1000930,2023-01-27,A,114.56
1000931,B,2023-01-30,I,1000931,MEX,O,,,,
1000932,A,2023-01-25,A,1000932,BRA,M,,,,
1000933,B,2023-02-03,I,1000933,MEX,F,,,,
1000934,B,2023-01-30,I,1000934,USA,F,,,,
1000935,A,2023-02-02,A,1000935,MEX,M,,,,
1000936,A,2023-01-30,A,1000936,BRA,F,,,,
1000937,B,2023-01-27,,1000937,GBR,F,1000937,2023-01-27,,122.28
1000938,A,2023-01-27,I,1000938,BRA,M,1000938,2023-01-27,I,48.48
1000939,B,2023-01-25,A,1000939,BRA,F,,,,
1000940,A,2023-01-26,A,1000940,FRA,F,,,,
1000941,B,2023-01-27,I,1000941,BRA,M,,,,
1000942,B,2023-01-31,I,1000942,USA,M,,,,
1000943,A,2023-01-26,A,1000943,FRA,F,,,,
1000944,A,2023-02-01,A,1000944,BRA,F,,,,
1000945,A,2023-02-01,I,1000945,ESP,M,1000945,2023-02-01,I,41.06
1000946,A,2023-01-31,A,1000946,USA,M,,,,
1000947,B,2023-01-29,A,1000947,USA,M,,,,
1000948,B,2023-01-27,I,1000948,TUR,F,,,,
1000949,B,2023-01-30,A,1000949,ESP,F,,,,
1000950,A,2023-01-27,A,1000950,USA,M,,,,
1000951,A,2023-01-29,I,1000951,BRA,F,,,,
1000952,A,2023-01-28,I,1000952,BRA,F,,,,
1000953,A,2023-01-28,A,1000953,TUR,F,,,,
1000954,A,2023-01-25,A,1000954,AUS,F,,,,
1000955,A,2023-01-25,A,1000955,BRA,,,,,
1000956,A,2023-02-02,A,1000956,ESP,M,,,,
1000957,B,2023-02-06,I,1000957,AUS,F,,,,
1000958,B,2023-01-27,A,1000958,BRA,M,,,,
1000959,B,2023-01-29,A,1000959,USA,M,,,,
1000960,B,2023-01-25,I,1000960,ESP,F,,,,
1000961,B,2023-02-02,I,1000961,ESP,,,,,
1000962,B,2023-01-26,A,1000962,FRA,,,,,
1000963,B,2023-01-30,A,1000963,DEU,M,,,,
1000964,B,2023-01-25,A,1000964,DEU,M,,,,
1000965,B,2023-01-25,A,1000965,USA,M,,,,
1000966,A,2023-01-29,I,1000966,BRA,M,,,,
1000967,B,2023-01-28,I,1000967,GBR,M,,,,
1000968,B,2023-02-03,A,1000968,USA,,,,,
1000969,A,2023-01-28,I,1000969,USA,F,,,,
1000970,A,2023-01-26,I,1000970,USA,F,,,,
1000971,A,2023-01-27,I,1000971,BRA,,,,,
1000972,A,2023-01-25,I,1000972,USA,F,,,,
1000973,B,2023-01-26,A,1000973,MEX,F,,,,
1000974,B,2023-01-28,A,1000974,USA,F,,,,
1000975,A,2023-02-04,I,1000975,FRA,,,,,
1000977,B,2023-02-04,I,1000977,USA,F,,,,
1000978,B,2023-02-01,A,1000978,BRA,M,,,,
1000979,B,2023-01-29,I,1000979,MEX,,,,,
1000980,A,2023-01-26,I,1000980,USA,M,,,,
1000981,A,2023-01-26,I,1000981,BRA,F,,,,
1000982,B,2023-01-25,A,1000982,TUR,M,,,,
1000984,B,2023-01-25,A,1000984,BRA,F,,,,
1000985,B,2023-01-25,,1000985,BRA,M,,,,
1000986,A,2023-01-27,A,1000986,TUR,F,,,,
1000987,A,2023-01-28,I,1000987,TUR,M,,,,
